iso3,glottocode,parallel_score,n_pairs_total,total_sent_pairs,n_corpora
ckw,"kaqchikel, western",0.0,0,0,0
gdc,gugu badhun,0.0,0,0,0
mxz,central masela,0.0,0,0,0
hrm,horned miao,0.0,0,0,0
lkl,laeko-libuat,0.0,0,0,0
asz,as,0.0,0,0,0
omk,malyj anjuj omok,0.0,0,0,0
nxi,nindi,0.0,0,0,0
naj,nalu,0.0,0,0,0
bsd,sarawak bisaya,0.0,0,0,0
gnm,ginuman,0.0,0,0,0
psq,pasi,0.0,0,0,0
nny,yangkaal,0.0,0,0,0
yip,pholo,0.0,0,0,0
duk,duduela,0.0,0,0,0
mnd,salamãi,0.0,0,0,0
czk,west judeo-slavic,0.0,0,0,0
let,lesing-gelimi,0.0,0,0,0
nms,letemboi-repanbitip,0.0,0,0,0
zbw,west berawan,0.0,0,0,0
ghn,ghanongga,0.0,0,0,0
jat,inku,0.0,0,0,0
pec,southern pesisir,0.0,0,0,0
iya,iyayu,0.0,0,0,0
tva,vaghua,0.0,0,0,0
tdr,todrah,0.0,0,0,0
bdw,baham,0.0,0,0,0
brj,bieria,0.0,0,0,0
mtb,anyin morofo,0.0,0,0,0
xkp,kabatei,0.0,0,0,0
add,dzodinka,0.0,0,0,0
llj,ladji ladji,0.0,0,0,0
bbe,bangba,0.0,0,0,0
dgs,dogoso,0.0,0,0,0
bma,lame,0.0,0,0,0
jet,manem,0.0,0,0,0
ten,tama (colombia),0.0,0,0,0
syo,suoy,0.0,0,0,0
msp,maritsauá,0.0,0,0,0
xxm,minkin,0.0,0,0,0
woy,weyto,0.0,0,0,0
jjr,bankal,0.0,0,0,0
ddi,diodio,0.0,0,0,0
ghr,ghera,0.0,0,0,0
bzu,burmeso,0.0,0,0,0
skp,sekapan,0.0,0,0,0
byy,buya,0.0,0,0,0
tcp,laamtuk thet,0.0,0,0,0
soc,so (democratic republic of congo),0.0,0,0,0
lak,laka of lau (nigeria),0.0,0,0,0
bgf,ngombe-bangandu,0.0,0,0,0
bii,bisu (retired),0.0,0,0,0
xil,illyrian,0.0,0,0,0
sve,serili,0.0,0,0,0
csj,songlai chin,0.0,0,0,0
cie,cineni,0.0,0,0,0
xst,silt'e (retired),0.0,0,0,0
tbm,tagbu,0.0,0,0,0
tnd,angosturas tunebo,0.0,0,0,0
dza,tunzu,0.0,0,0,0
wrw,roth's gugu warra,0.0,0,0,0
xfa,faliscan,0.0,0,0,0
kgn,karingani-kalasuri-khoynarudi,0.0,0,0,0
bzo,bozaba,0.0,0,0,0
mfu,mbwela,0.0,0,0,0
qxi,"k'iche', san andrés",0.0,0,0,0
xrr,raetic,0.0,0,0,0
sbh,sori-harengan,0.0,0,0,0
tsl,ts'ün-lao,0.0,0,0,0
cdr,yara,0.0,0,0,0
nyt,nyawaygi,0.0,0,0,0
pit,pitta pitta,0.0,0,0,0
vsi,moldova sign language,0.0,0,0,0
dwy,dhuwaya,0.0,0,0,0
dkl,kolum so dogon,0.0,0,0,0
zgr,magori,0.0,0,0,0
ggh,garreh-ajuran,0.0,0,0,0
ukg,ukuriguma,0.0,0,0,0
djf,djangun,0.0,0,0,0
tep,tepecano,0.0,0,0,0
nhf,nhuwala,0.0,0,0,0
bql,karen,0.0,0,0,0
sie,simaa,0.0,0,0,0
gao,gants,0.0,0,0,0
bgd,rathwi bareli,0.0,0,0,0
duz,duli-gewe,0.0,0,0,0
bfe,betaf,0.0,0,0,0
lej,lengola,0.0,0,0,0
tmo,temoq,0.0,0,0,0
bna,bonerate,0.0,0,0,0
tpe,tippera,0.0,0,0,0
tmv,motembo-kunda,0.0,0,0,0
xwg,kwegu,0.0,0,0,0
aso,dano,0.0,0,0,0
zmn,mbangwe,0.0,0,0,0
sgd,surigaonon,0.0,0,0,0
jbm,bijim,0.0,0,0,0
mef,bangladesh lyngam,0.0,0,0,0
meg,mea,0.0,0,0,0
nfg,nyeng,0.0,0,0,0
sxw,saxwe gbe,0.0,0,0,0
snh,shinabo,0.0,0,0,0
eke,ekit,0.0,0,0,0
eit,eitiep,0.0,0,0,0
nhs,sierra negra nahuatl-southeastern puebla nahuatl,0.0,0,0,0
bhi,bhilali,0.0,0,0,0
prz,providencia sign language,0.0,0,0,0
tvs,taveta,0.0,0,0,0
neo,ná-meo,0.0,0,0,0
gim,gimi (eastern highlands),0.0,0,0,0
lmv,lomaiviti,0.0,0,0,0
pae,pagibete,0.0,0,0,0
lnc,languedocien,0.0,0,0,0
gvy,guyani,0.0,0,0,0
gjr,gurindji kriol,0.0,0,0,0
bdt,bokoto,0.0,0,0,0
gek,yiwom,0.0,0,0,0
eze,uzekwe,0.0,0,0,0
xud,umiida,0.0,0,0,0
dde,doondo,0.0,0,0,0
wfg,yafi,0.0,0,0,0
kta,katua,0.0,0,0,0
pun,pubian,0.0,0,0,0
yhl,hlepho phowa,0.0,0,0,0
nul,nusa laut,0.0,0,0,0
omn,minoan,0.0,0,0,0
kod,kodi,0.0,0,0,0
qgg,ammonite,0.0,0,0,0
kyp,kang,0.0,0,0,0
mbm,ombamba-congo,0.0,0,0,0
ktk,kaniet,0.0,0,0,0
kmp,gimme,0.0,0,0,0
noh,nomu,0.0,0,0,0
ncp,ndaktup,0.0,0,0,0
xly,elymian,0.0,0,0,0
kga,koyaga,0.0,0,0,0
mzv,manza,0.0,0,0,0
suu,sungkai (indonesia),0.0,0,0,0
pay,pech,0.0,0,0,0
pru,puragi,0.0,0,0,0
onr,northern one,0.0,0,0,0
mwa,mwatebu,0.0,0,0,0
nts,natagaimas,0.0,0,0,0
nrt,tualatin-yamhill,0.0,0,0,0
fam,fam,0.0,0,0,0
tty,sikaritai,0.0,0,0,0
fiw,fiwaga,0.0,0,0,0
nrg,narango,0.0,0,0,0
xpw,northwestern tasmanian,0.0,0,0,0
bzy,obanliku,0.0,0,0,0
mfx,melo,0.0,0,0,0
xtp,san miguel piedras mixtec,0.0,0,0,0
ncn,nauna,0.0,0,0,0
ulb,ulukwumi,0.0,0,0,0
ygp,gepo,0.0,0,0,0
ilw,talur,0.0,0,0,0
iin,thiin,0.0,0,0,0
fau,fayu,0.0,0,0,0
hgw,haigwai,0.0,0,0,0
lsg,lyons sign language,0.0,0,0,0
yei,yeni,0.0,0,0,0
xld,lydian,0.0,0,0,0
tcg,tamagario,0.0,0,0,0
abf,abai sungai,0.0,0,0,0
agk,isarog agta,0.0,0,0,0
byi,buyu,0.0,0,0,0
zph,totomachapan zapotec,0.0,0,0,0
kyd,karey,0.0,0,0,0
wdd,wandji,0.0,0,0,0
hkh,khah,0.0,0,0,0
mrl,mortlockese,0.0,0,0,0
ayi,leyigha,0.0,0,0,0
yri,yarí,0.0,0,0,0
tad,tause,0.0,0,0,0
boo,tiemacèwè bozo,0.0,0,0,0
hab,hanoi sign language,0.0,0,0,0
mpl,middle watut,0.0,0,0,0
ytw,yout wam,0.0,0,0,0
oso,ososo,0.0,0,0,0
xtc,katcha-kadugli-miri,0.0,0,0,0
gea,geruma,0.0,0,0,0
tgi,lawunuia,0.0,0,0,0
bbs,iyongiyong,0.0,0,0,0
ium,iu mien,0.0,0,0,0
ssm,semnam,0.0,0,0,0
zhw,zhoa,0.0,0,0,0
cty,maundadan chetti,0.0,0,0,0
juu,ju,0.0,0,0,0
imt,imotong,0.0,0,0,0
nik,southern nicobarese,0.0,0,0,0
ldl,kaan,0.0,0,0,0
kiy,kirikiri,0.0,0,0,0
rxw,karruwali,0.0,0,0,0
bmx,baimak,0.0,0,0,0
pmz,southern pame,0.0,0,0,0
cum,cumeral,0.0,0,0,0
nkb,khoibu,0.0,0,0,0
brr,birao,0.0,0,0,0
meb,ikobi,0.0,0,0,0
xsv,sudovian,0.0,0,0,0
erw,erokwanas,0.0,0,0,0
ppv,papavô,0.0,0,0,0
ymp,yamap,0.0,0,0,0
snb,sebuyau,0.0,0,0,0
kcl,kela (papua new guinea),0.0,0,0,0
nte,nathembo,0.0,0,0,0
hij,hijuk,0.0,0,0,0
mqw,murupi,0.0,0,0,0
kce,kaivi,0.0,0,0,0
ixi,ixil nebaj,0.0,0,0,0
luq,lucumi,0.0,0,0,0
lal,lalia,0.0,0,0,0
ajs,ghardaia sign language,0.0,0,0,0
kvf,kabalai,0.0,0,0,0
xcv,chuvantsy,0.0,0,0,0
ybj,hasha,0.0,0,0,0
cbe,chipiajes,0.0,0,0,0
mff,naki,0.0,0,0,0
hwa,wané,0.0,0,0,0
coh,chonyi-dzihana-kauma,0.0,0,0,0
bpg,bonggo,0.0,0,0,0
shc,sonde,0.0,0,0,0
bsx,yangkam,0.0,0,0,0
gwb,gwa,0.0,0,0,0
lts,tachoni,0.0,0,0,0
lsh,khispi,0.0,0,0,0
xag,aghwan,0.0,0,0,0
pze,pesse,0.0,0,0,0
sds,sened,0.0,0,0,0
tnj,tanjong,0.0,0,0,0
pog,potiguára,0.0,0,0,0
goi,gobasi,0.0,0,0,0
szd,seru,0.0,0,0,0
syx,osamayi,0.0,0,0,0
klo,kapya,0.0,0,0,0
xtv,southern coastal yuin,0.0,0,0,0
xdm,edomite,0.0,0,0,0
asx,muratayak,0.0,0,0,0
kuw,kpagua,0.0,0,0,0
aiw,aari,0.0,0,0,0
zkp,são paulo kaingáng,0.0,0,0,0
pim,powhatan,0.0,0,0,0
kww,kwinti,0.0,0,0,0
vlp,valpei,0.0,0,0,0
isu,isu (menchum division),0.0,0,0,0
iyo,mesaka,0.0,0,0,0
bnz,beezen,0.0,0,0,0
txh,thracian,0.0,0,0,0
gym,ngäbere,0.0,0,0,0
teq,temein,0.0,0,0,0
lkn,lakon,0.0,0,0,0
dij,dai,0.0,0,0,0
psl,puerto rican sign language,0.0,0,0,0
put,putoh,0.0,0,0,0
cst,san francisco bay ohlone,0.0,0,0,0
sbz,sara kaba,0.0,0,0,0
jid,bu,0.0,0,0,0
ggu,gban,0.0,0,0,0
cds,chadian sign language,0.0,0,0,0
bgy,benggoi,0.0,0,0,0
pmu,mirpur panjabi,0.0,0,0,0
kou,koke,0.0,0,0,0
zsa,sarasira,0.0,0,0,0
bpm,biyom,0.0,0,0,0
jng,yangman,0.0,0,0,0
cnq,chung,0.0,0,0,0
kzk,kazukuru,0.0,0,0,0
kgu,kobol,0.0,0,0,0
xyk,mayi-kulan,0.0,0,0,0
kqj,koromira,0.0,0,0,0
ymi,moji,0.0,0,0,0
mhv,arakanese,0.0,0,0,0
hmj,ge,0.0,0,0,0
yll,yil,0.0,0,0,0
grg,madi (papua new guinea),0.0,0,0,0
bsi,bassossi,0.0,0,0,0
bms,bilma kanuri,0.0,0,0,0
cey,ekai chin,0.0,0,0,0
ran,riantana,0.0,0,0,0
dev,domung,0.0,0,0,0
woo,manombai,0.0,0,0,0
ibu,ibu,0.0,0,0,0
dre,dolpo,0.0,0,0,0
tbv,tobo,0.0,0,0,0
dby,dibiyaso,0.0,0,0,0
nli,grangali-ningalami,0.0,0,0,0
brl,birwa,0.0,0,0,0
mwz,moingi,0.0,0,0,0
dws,dutton world speedwords,0.0,0,0,0
gyy,gunya,0.0,0,0,0
tcw,tecpatlán totonac,0.0,0,0,0
yko,yasa,0.0,0,0,0
lcd,lola,0.0,0,0,0
boc,bakung kenyah,0.0,0,0,0
bpl,broome pearling lugger pidgin,0.0,0,0,0
sxe,sighu,0.0,0,0,0
bbg,barama,0.0,0,0,0
yry,yarluyandi,0.0,0,0,0
gmg,magiyi,0.0,0,0,0
ghk,geko karen,0.0,0,0,0
aax,mandobo atas,0.0,0,0,0
puf,punan merah,0.0,0,0,0
sqq,sou,0.0,0,0,0
xiv,harappan,0.0,0,0,0
gnq,gana,0.0,0,0,0
ssl,western sisaala,0.0,0,0,0
mfw,mulaha,0.0,0,0,0
zbe,east berawan,0.0,0,0,0
pee,taje,0.0,0,0,0
goj,gowlan,0.0,0,0,0
siv,sumariup,0.0,0,0,0
wwo,dorig,0.0,0,0,0
lva,maku'a,0.0,0,0,0
soz,temi,0.0,0,0,0
lri,marachi,0.0,0,0,0
dup,duano,0.0,0,0,0
brs,baras,0.0,0,0,0
muq,eastern xiangxi miao,0.0,0,0,0
sdr,oraon sadri,0.0,0,0,0
bix,bijori,0.0,0,0,0
but,bungain,0.0,0,0,0
mow,moi (congo),0.0,0,0,0
sqs,sri lankan sign language,0.0,0,0,0
prr,puri,0.0,0,0,0
xxt,tambora,0.0,0,0,0
ybm,yaben,0.0,0,0,0
faj,kulsab,0.0,0,0,0
ngd,ngando (central african republic),0.0,0,0,0
pas,papasena,0.0,0,0,0
nji,ngarnka,0.0,0,0,0
buz,bukwen,0.0,0,0,0
kpn,kepkiriwát,0.0,0,0,0
orx,oro,0.0,0,0,0
kks,giiwo,0.0,0,0,0
orr,oruma,0.0,0,0,0
tdi,tomadino,0.0,0,0,0
mgs,manda-matumba,0.0,0,0,0
aih,ai-cham,0.0,0,0,0
wmx,womo-sumararu,0.0,0,0,0
mlk,ilwana,0.0,0,0,0
lmm,lamam,0.0,0,0,0
dox,bussa,0.0,0,0,0
sra,saruga,0.0,0,0,0
jbr,jofotek-bromnya,0.0,0,0,0
neu,neo (artificial language),0.0,0,0,0
akx,akakede,0.0,0,0,0
dam,damakawa,0.0,0,0,0
sbx,seberuang,0.0,0,0,0
kbj,kari,0.0,0,0,0
ybn,yabaâna-mainatari,0.0,0,0,0
bhk,inland-buhi-daraga bikol,0.0,0,0,0
bdj,bai,0.0,0,0,0
gyo,gyalsumdo,0.0,0,0,0
srt,sauri,0.0,0,0,0
hmw,western mashan hmong,0.0,0,0,0
niw,nimo,0.0,0,0,0
skn,kolibugan subanon,0.0,0,0,0
bok,impfondo,0.0,0,0,0
two,tswapong,0.0,0,0,0
bqm,wumboko-bubia,0.0,0,0,0
emo,emok,0.0,0,0,0
cgk,chocangacakha,0.0,0,0,0
plq,palaic,0.0,0,0,0
sut,subtiaba,0.0,0,0,0
atl,mt. iraya agta,0.0,0,0,0
ktt,ketum,0.0,0,0,0
jel,southern yelmek,0.0,0,0,0
bwg,barwe,0.0,0,0,0
mln,malango,0.0,0,0,0
ukl,ukrainian sign language,0.0,0,0,0
tlv,taliabu,0.0,0,0,0
msz,momare,0.0,0,0,0
wog,wogamusin,0.0,0,0,0
szk,sizaki,0.0,0,0,0
wsa,warembori,0.0,0,0,0
zyj,youjiang zhuang,0.0,0,0,0
mtn,matagalpa,0.0,0,0,0
aas,aasax,0.0,0,0,0
afe,utugwang-irungene-afrike,0.0,0,0,0
eni,enim,0.0,0,0,0
uky,kuuk-yak,0.0,0,0,0
wun,bungu,0.0,0,0,0
jpr,judeo-persian,0.0,0,0,0
kyi,kiput,0.0,0,0,0
bhj,bahing,0.0,0,0,0
nxr,ninggerum,0.0,0,0,0
spt,spiti bhoti,0.0,0,0,0
pnm,punan batu 1,0.0,0,0,0
zkv,krevin,0.0,0,0,0
nuv,northern nuni,0.0,0,0,0
ayt,bataan ayta,0.0,0,0,0
wah,watubela,0.0,0,0,0
vav,dungar varli,0.0,0,0,0
dmy,demta,0.0,0,0,0
lqr,logir,0.0,0,0,0
bff,bofi,0.0,0,0,0
sth,shelta,0.0,0,0,0
orn,orang kanaq,0.0,0,0,0
xpc,pecheneg,0.0,0,0,0
arx,aruá (rondonia state),0.0,0,0,0
uji,rjili,0.0,0,0,0
kwz,kwadi,0.0,0,0,0
vao,vao-vovo,0.0,0,0,0
duy,dicamay agta,0.0,0,0,0
fod,foodo,0.0,0,0,0
jmb,zumbun,0.0,0,0,0
kbb,kaxuiâna,0.0,0,0,0
mqg,kota bangun kutai malay,0.0,0,0,0
llf,hermit,0.0,0,0,0
ndd,nde-nsele-nta,0.0,0,0,0
tgs,nume,0.0,0,0,0
aok,arhö,0.0,0,0,0
anh,nend,0.0,0,0,0
ele,elepi,0.0,0,0,0
emn,eman,0.0,0,0,0
mpf,"mam, tajumulco",0.0,0,0,0
cea,lower chehalis,0.0,0,0,0
lst,modern trinidad and tobago sign language,0.0,0,0,0
pod,ponares,0.0,0,0,0
jog,jogi in the sindh area,0.0,0,0,0
vki,ija-zuba,0.0,0,0,0
tga,sagalla,0.0,0,0,0
lnn,nethalp,0.0,0,0,0
ulu,uma' lung,0.0,0,0,0
ndq,ndombe,0.0,0,0,0
bdc,emberá-baudó,0.0,0,0,0
xgw,guwa,0.0,0,0,0
xse,sempan,0.0,0,0,0
atk,ati,0.0,0,0,0
kbz,duhwa,0.0,0,0,0
dem,dem,0.0,0,0,0
mii,chigmecatitlán mixtec,0.0,0,0,0
wor,woria,0.0,0,0,0
ebg,ebughu,0.0,0,0,0
ndo,ndonga,0.0,0,0,0
sha,shall-zwall,0.0,0,0,0
sno,snohomish,0.0,0,0,0
bsz,souletin basque,0.0,0,0,0
cob,chicomuceltec,0.0,0,0,0
dtn,daats'iin,0.0,0,0,0
xun,unggaranggu,0.0,0,0,0
ylo,naluo yi,0.0,0,0,0
mkr,manep,0.0,0,0,0
xni,ngarigu,0.0,0,0,0
kbw,kaiep,0.0,0,0,0
ksy,kharia thar,0.0,0,0,0
xpo,pochutec,0.0,0,0,0
lsc,albarradas sign language,0.0,0,0,0
sge,segai,0.0,0,0,0
yrw,yarawata,0.0,0,0,0
ras,tegali,0.0,0,0,0
gob,playero,0.0,0,0,0
okl,old kentish sign language,0.0,0,0,0
xqt,qatabanian,0.0,0,0,0
wkd,wakde,0.0,0,0,0
wom,wom (nigeria),0.0,0,0,0
tnm,tabla,0.0,0,0,0
sqk,albanian sign language,0.0,0,0,0
omt,omotik,0.0,0,0,0
sxs,sasaru,0.0,0,0,0
urr,lehalurup,0.0,0,0,0
idr,indri,0.0,0,0,0
tmn,taman (indonesia),0.0,0,0,0
ldo,loo,0.0,0,0,0
tbn,barro negro tunebo,0.0,0,0,0
mwb,juwal,0.0,0,0,0
nwr,nawaru,0.0,0,0,0
seu,serui-laut,0.0,0,0,0
kyt,kayagar,0.0,0,0,0
biz,loi-likila,0.0,0,0,0
nrc,noric,0.0,0,0,0
wsi,kula (vanuatu),0.0,0,0,0
axl,lower southern aranda,0.0,0,0,0
jaq,yaqay,0.0,0,0,0
kwx,khirwar,0.0,0,0,0
dha,dhanwar (india),0.0,0,0,0
atx,arutani,0.0,0,0,0
bdb,basap,0.0,0,0,0
nok,nooksack,0.0,0,0,0
rwa,rawo,0.0,0,0,0
biq,bipi,0.0,0,0,0
zpk,tlacolulita zapotec,0.0,0,0,0
yoy,yoy,0.0,0,0,0
cml,campalagian,0.0,0,0,0
jkp,paku karen,0.0,0,0,0
tww,tuwari,0.0,0,0,0
aul,aulua,0.0,0,0,0
bfl,banda-ndélé,0.0,0,0,0
hud,huaulu,0.0,0,0,0
sdl,saudi arabian sign language,0.0,0,0,0
hnu,hung,0.0,0,0,0
muc,ajumbu,0.0,0,0,0
ndu,dugun,0.0,0,0,0
rey,reyesano,0.0,0,0,0
kkr,kir-balar,0.0,0,0,0
gxx,wè southern,0.0,0,0,0
dhx,dhungaloo,0.0,0,0,0
bqv,begbere-ejar,0.0,0,0,0
dix,dixon reef,0.0,0,0,0
pjt,pitjantjatjara,0.0,0,0,0
axx,xaragure,0.0,0,0,0
sax,sa,0.0,0,0,0
cki,"kaqchikel, santa maría de jesús",0.0,0,0,0
mqh,tlazoyaltepec mixtec,0.0,0,0,0
pmb,pambia,0.0,0,0,0
xnz,kenuzi,0.0,0,0,0
vme,east masela,0.0,0,0,0
ecr,eteocretan,0.0,0,0,0
lmf,eastern atadei,0.0,0,0,0
mwo,central maewo,0.0,0,0,0
sez,senthang chin,0.0,0,0,0
wtk,watakataui,0.0,0,0,0
esm,esuma,0.0,0,0,0
ikr,ikaranggal,0.0,0,0,0
teo,teso,0.0,0,0,0
avo,agavotaguerra,0.0,0,0,0
sct,southern katang,0.0,0,0,0
luu,lumba-yakkha,0.0,0,0,0
bip,bila,0.0,0,0,0
tpo,tai pao,0.0,0,0,0
byb,bikya,0.0,0,0,0
ddd,dongotono,0.0,0,0,0
bvq,birri,0.0,0,0,0
asi,buruwai,0.0,0,0,0
szc,semaq beri,0.0,0,0,0
kyn,northern binukidnon,0.0,0,0,0
yun,bena (nigeria),0.0,0,0,0
gnu,gnau,0.0,0,0,0
taz,tocho,0.0,0,0,0
kwr,kwer,0.0,0,0,0
xko,kiorr,0.0,0,0,0
rrt,arritinngithigh,0.0,0,0,0
tkx,tangko,0.0,0,0,0
smz,simeku,0.0,0,0,0
ihi,ihievbe,0.0,0,0,0
ghc,hiberno-scottish gaelic,0.0,0,0,0
ctu,chol,0.0,0,0,0
kft,kanjari,0.0,0,0,0
pcf,paliyan,0.0,0,0,0
ubm,upper baram kenyah,0.0,0,0,0
doo,dongo,0.0,0,0,0
ymx,northern muji,0.0,0,0,0
bcv,shoo-minda-nye,0.0,0,0,0
ugo,ugong,0.0,0,0,0
bmt,biao mon,0.0,0,0,0
nqk,kura ede nago,0.0,0,0,0
ppq,pei,0.0,0,0,0
bcp,bali (democratic republic of congo),0.0,0,0,0
mnm,mapena,0.0,0,0,0
tyh,o'du,0.0,0,0,0
auo,auyokawa,0.0,0,0,0
flm,falam chin (retired),0.0,0,0,0
cjr,chorotega,0.0,0,0,0
psh,southwest pashayi,0.0,0,0,0
sbu,stod bhoti,0.0,0,0,0
kop,kwato,0.0,0,0,0
tco,taungyo,0.0,0,0,0
kso,kofa,0.0,0,0,0
xar,karami,0.0,0,0,0
weg,wergaia,0.0,0,0,0
xsk,sakan,0.0,0,0,0
suj,shubi,0.0,0,0,0
kyk,kamayo,0.0,0,0,0
sod,songoora,0.0,0,0,0
jle,ngile,0.0,0,0,0
tca,ticuna,0.0,0,0,0
byt,berti,0.0,0,0,0
ttf,tuotomb,0.0,0,0,0
tnq,taino,0.0,0,0,0
rtw,rathawi,0.0,0,0,0
pud,punan aput,0.0,0,0,0
xpj,mpalitjanh,0.0,0,0,0
rmm,roma,0.0,0,0,0
ltu,latu,0.0,0,0,0
ump,umpila,0.0,0,0,0
uba,ubang,0.0,0,0,0
pyn,poyanáwa,0.0,0,0,0
ykr,yekora,0.0,0,0,0
raf,western meohang,0.0,0,0,0
sox,so (cameroon),0.0,0,0,0
nxu,narau,0.0,0,0,0
sew,sewa bay,0.0,0,0,0
ral,ralte,0.0,0,0,0
mct,mengisa,0.0,0,0,0
nur,nukuria,0.0,0,0,0
prp,parsi,0.0,0,0,0
mkp,moikodi,0.0,0,0,0
gkd,magi,0.0,0,0,0
bpw,bo (papua new guinea),0.0,0,0,0
afp,tapei,0.0,0,0,0
hhy,hoyahoya-matakaia,0.0,0,0,0
kvi,kwang,0.0,0,0,0
mpd,machinere,0.0,0,0,0
tox,tobian,0.0,0,0,0
mou,mogum,0.0,0,0,0
lro,laru (north sudan),0.0,0,0,0
ypm,phuma,0.0,0,0,0
npn,mondropolon,0.0,0,0,0
bfr,bazigar,0.0,0,0,0
byg,baygo,0.0,0,0,0
mfc,mba,0.0,0,0,0
mjx,mahali,0.0,0,0,0
kvb,kubu,0.0,0,0,0
gyb,garus,0.0,0,0,0
ayk,akuku,0.0,0,0,0
tkk,takpa (retired),0.0,0,0,0
nyw,nyaw,0.0,0,0,0
pdn,podena,0.0,0,0,0
bnw,bisis,0.0,0,0,0
ayx,ayi (china),0.0,0,0,0
twg,tereweng,0.0,0,0,0
tij,tilung,0.0,0,0,0
mzt,mintil,0.0,0,0,0
aqg,arigidi,0.0,0,0,0
wbi,vwanji,0.0,0,0,0
kwp,kodia,0.0,0,0,0
tdf,talieng,0.0,0,0,0
ykn,kua-nsi,0.0,0,0,0
mvd,mamboru,0.0,0,0,0
ole,olekha,0.0,0,0,0
nlx,nahali-baglani,0.0,0,0,0
ztx,zaachila zapotec,0.0,0,0,0
tnv,tangchangya,0.0,0,0,0
xyl,yalakalore,0.0,0,0,0
wli,waioli,0.0,0,0,0
ped,mala (papua new guinea),0.0,0,0,0
mja,mahei,0.0,0,0,0
gyl,gayil,0.0,0,0,0
fnb,orkon-fanbak,0.0,0,0,0
odt,old dutch-old frankish,0.0,0,0,0
roe,ronji,0.0,0,0,0
ire,yerisiam,0.0,0,0,0
wnm,wanggamala,0.0,0,0,0
bct,bendi,0.0,0,0,0
loi,loma (côte d'ivoire),0.0,0,0,0
rkw,arakwal,0.0,0,0,0
ork,orokaiva (retired),0.0,0,0,0
kzv,komyandaret,0.0,0,0,0
vkt,tenggarong kutai malay,0.0,0,0,0
pmo,pom,0.0,0,0,0
wlu,wuliwuli,0.0,0,0,0
btn,ratagnon,0.0,0,0,0
ofu,efutop,0.0,0,0,0
nxe,nage,0.0,0,0,0
zem,zeem,0.0,0,0,0
kcs,koenoem,0.0,0,0,0
lbi,la'bi,0.0,0,0,0
mvj,"mam, todos santos cuchumatán",0.0,0,0,0
xet,xetá,0.0,0,0,0
acb,áncá,0.0,0,0,0
koc,kpati,0.0,0,0,0
kqk,kotafon gbe,0.0,0,0,0
xkk,kaco',0.0,0,0,0
bte,gamo-ningi,0.0,0,0,0
khh,kehu,0.0,0,0,0
yir,north awyu,0.0,0,0,0
ans,anserma,0.0,0,0,0
nlj,nyali,0.0,0,0,0
ghl,uncunwee,0.0,0,0,0
duw,dusun witu,0.0,0,0,0
orw,oro win,0.0,0,0,0
aik,akye,0.0,0,0,0
hod,holma,0.0,0,0,0
xmi,miarrã,0.0,0,0,0
don,toura (papua new guinea),0.0,0,0,0
aza,azha,0.0,0,0,0
xmo,morerebi,0.0,0,0,0
van,walman,0.0,0,0,0
vic,virgin islands creole english,0.0,0,0,0
gcn,gaina,0.0,0,0,0
vam,vanimo,0.0,0,0,0
ned,nde-gbite,0.0,0,0,0
trt,tunggare,0.0,0,0,0
bny,bintulu,0.0,0,0,0
plr,palaka senoufo,0.0,0,0,0
olu,kuvale,0.0,0,0,0
ogu,ogbronuagum,0.0,0,0,0
sdt,shuadit,0.0,0,0,0
onj,onjob,0.0,0,0,0
uon,kulon,0.0,0,0,0
stu,samtao,0.0,0,0,0
gei,gebe,0.0,0,0,0
std,sentinel,0.0,0,0,0
kfi,"kurumba, kannada",0.0,0,0,0
wtb,matambwe,0.0,0,0,0
fri,western frisian (retired),0.0,0,0,0
qcs,tapachultec,0.0,0,0,0
jan,jandai,0.0,0,0,0
sdf,sarli,0.0,0,0,0
xso,san francisco solano,0.0,0,0,0
tyi,teke-tsaayi,0.0,0,0,0
ael,ambele,0.0,0,0,0
ich,etkywan,0.0,0,0,0
dub,dubli,0.0,0,0,0
ksd,kuanua,0.0,0,0,0
mdm,mayogo,0.0,0,0,0
kzu,kayupulau,0.0,0,0,0
smb,simbari,0.0,0,0,0
goy,goundo,0.0,0,0,0
ybl,yukuben,0.0,0,0,0
sbo,sabüm,0.0,0,0,0
zla,zula,0.0,0,0,0
wdu,wadjigu,0.0,0,0,0
ggd,gugadj,0.0,0,0,0
rmv,romanova,0.0,0,0,0
nkt,nyika (tanzania),0.0,0,0,0
wac,upper chinook,0.0,0,0,0
gdh,gajirrabeng,0.0,0,0,0
muk,mugom,0.0,0,0,0
cnb,chinbon chin,0.0,0,0,0
pbz,palu,0.0,0,0,0
ktc,kholok,0.0,0,0,0
yym,yuanjiang-mojiang yi,0.0,0,0,0
bqb,bagusa,0.0,0,0,0
tid,tidung,0.0,0,0,0
afu,awutu,0.0,0,0,0
cun,"k'iche', cunén",0.0,0,0,0
tud,tuxá,0.0,0,0,0
tcm,tanahmerah,0.0,0,0,0
nme,mzieme naga,0.0,0,0,0
zsu,sukurum,0.0,0,0,0
stk,arammba,0.0,0,0,0
faf,fagani,0.0,0,0,0
mhg,margu,0.0,0,0,0
tqn,tenino,0.0,0,0,0
nao,naaba,0.0,0,0,0
cch,atsam,0.0,0,0,0
end,ende,0.0,0,0,0
rmx,romam,0.0,0,0,0
bio,nai,0.0,0,0,0
bxc,molengue,0.0,0,0,0
keg,tese,0.0,0,0,0
